Name,Team,Opp,Score,Rec,Yds,Avg,TD,FUM
Todd Gurley,LA,@ NYG,W  51-17,2,45,22.5,0,0
Javorius Allen,BAL,@ TEN,L  20-23,7,44,6.3,1,0
Stephen Anderson,HOU,vs IND,L  14-20,4,44,11.0,0,0
Gerald Everett,LA,@ NYG,W  51-17,1,44,44.0,0,0
Johnny Holton,OAK,@ MIA,W  27-24,1,44,44.0,1,0
Trey Burton,PHI,vs DEN,W  51-23,2,41,20.5,1,0
Paul Richardson,SEA,vs WAS,L  14-17,3,41,13.7,0,0
De'Anthony Thomas,KC,@ DAL,L  17-28,3,41,13.7,0,0
Benjamin Watson,BAL,@ TEN,L  20-23,7,41,5.9,0,0
Michael Crabtree,OAK,@ MIA,W  27-24,3,40,13.3,0,0
Kendrick Bourne,SF,vs ARI,L  10-20,2,39,19.5,0,0
Brent Celek,PHI,vs DEN,W  51-23,3,39,13.0,0,0
Ryan Grant,WAS,@ SEA,W  17-14,3,39,13.0,0,0
Jermaine Kearse,NYJ,vs BUF,W  34-21,2,38,19.0,0,0
Nelson Agholor,PHI,vs DEN,W  51-23,2,36,18.0,0,0
Austin Hooper,ATL,@ CAR,L  17-20,3,36,12.0,0,0
Kenyan Drake,MIA,vs OAK,L  24-27,6,35,5.8,0,1
Eric Ebron,DET,@ GB,W  30-17,3,35,11.7,0,0
Jordy Nelson,GB,vs DET,L  17-30,4,35,8.8,0,0
Chris Ivory,JAX,vs CIN,W  23-7,3,34,11.3,0,0
Lamar Miller,HOU,vs IND,L  14-20,3,34,11.3,0,0
Tavarres King,NYG,vs LA,L  17-51,3,33,11.0,1,0
Will Fuller,HOU,vs IND,L  14-20,2,32,16.0,0,0
Lance Kendricks,GB,vs DET,L  17-30,2,32,16.0,0,0
Jarvis Landry,MIA,vs OAK,L  24-27,6,32,5.3,1,0
Allen Hurns,JAX,vs CIN,W  23-7,3,31,10.3,0,0
Thomas Rawls,SEA,vs WAS,L  14-17,2,31,15.5,0,0
Jamaal Williams,GB,vs DET,L  17-30,2,31,15.5,0,0
Emmanuel Sanders,DEN,@ PHI,L  23-51,1,30,30.0,0,0
Charcandrick West,KC,@ DAL,L  17-28,5,30,6.0,0,0
T.J. Jones,DET,@ GB,W  30-17,2,29,14.5,0,0
Maxx Williams,BAL,@ TEN,L  20-23,3,29,9.7,0,0
Corey Davis,TEN,vs BAL,W  23-20,2,28,14.0,0,0
Brandon LaFell,CIN,@ JAX,L  7-23,2,28,14.0,0,0
Christian McCaffrey,CAR,vs ATL,W  20-17,5,28,5.6,0,0
Breshad Perriman,BAL,@ TEN,L  20-23,3,28,9.3,0,0
Seth Roberts,OAK,@ MIA,W  27-24,2,28,14.0,0,0
Kenny Stills,MIA,vs OAK,L  24-27,3,28,9.3,0,0
George Kittle,SF,vs ARI,L  10-20,3,27,9.0,0,0
Frank Gore,IND,@ HOU,W  20-14,3,26,8.7,0,0
Justin Hardy,ATL,@ CAR,L  17-20,2,26,13.0,0,0
DeSean Jackson,TB,@ NO,L  10-30,2,25,12.5,0,0
Logan Thomas,BUF,@ NYJ,L  21-34,2,25,12.5,0,0
Cole Beasley,DAL,vs KC,W  28-17,4,24,6.0,2,0
Kareem Hunt,KC,@ DAL,L  17-28,4,24,6.0,0,0
Jamaal Charles,DEN,@ PHI,L  23-51,4,23,5.8,0,0
Jermaine Gresham,ARI,@ SF,W  20-10,2,23,11.5,1,0
Curtis Samuel,CAR,vs ATL,W  20-17,3,23,7.7,0,0
Mohamed Sanu,ATL,@ CAR,L  17-20,3,23,7.7,1,0
Bruce Ellington,HOU,vs IND,L  14-20,3,22,7.3,0,0
DeMarco Murray,TEN,vs BAL,W  23-20,2,22,11.0,0,0
Trent Taylor,SF,vs ARI,L  10-20,2,22,11.0,0,0
Eric Decker,TEN,vs BAL,W  23-20,3,21,7.0,1,0
Rhett Ellison,NYG,vs LA,L  17-51,2,21,10.5,0,0
Peyton Barber,TB,@ NO,L  10-30,2,20,10.0,0,0
Austin Seferian-Jenkins,NYJ,vs BUF,W  34-21,2,20,10.0,0,0
Brandon Williams,IND,@ HOU,W  20-14,2,20,10.0,0,0
Tevin Coleman,ATL,@ CAR,L  17-20,1,19,19.0,1,0
Matt Forte,NYJ,vs BUF,W  34-21,4,19,4.8,0,0
Mike Wallace,BAL,@ TEN,L  20-23,4,19,4.8,1,0
Matt Breida,SF,vs ARI,L  10-20,2,18,9.0,0,0
Devonta Freeman,ATL,@ CAR,L  17-20,4,18,4.5,0,0
Ty Montgomery,GB,vs DET,L  17-30,1,18,18.0,0,0
Aldrick Robinson,SF,vs ARI,L  10-20,2,18,9.0,0,0
Demarcus Robinson,KC,@ DAL,L  17-28,2,18,9.0,0,0
Terrelle Pryor,WAS,@ SEA,W  17-14,2,17,8.5,0,0
Chester Rogers,IND,@ HOU,W  20-14,1,17,17.0,0,0
Andre Holmes,BUF,@ NYJ,L  21-34,1,16,16.0,0,0
Chris Moore,BAL,@ TEN,L  20-23,1,16,16.0,0,0
Troy Niklas,ARI,@ SF,W  20-10,1,16,16.0,0,0
Corey Clement,PHI,vs DEN,W  51-23,1,15,15.0,1,0
Joe Mixon,CIN,@ JAX,L  7-23,3,15,5.0,0,0
J.J. Nelson,ARI,@ SF,W  20-10,1,15,15.0,0,0
Bernard Reedy,TB,@ NO,L  10-30,1,15,15.0,0,0
Andre Ellington,ARI,@ SF,W  20-10,2,14,7.0,0,0
Adam Humphries,TB,@ NO,L  10-30,2,14,7.0,0,0
Eddie Lacy,SEA,vs WAS,L  14-17,1,14,14.0,0,0
Isaiah McKenzie,DEN,@ PHI,L  23-51,1,14,14.0,0,0
J.D. McKissic,SEA,vs WAS,L  14-17,2,14,7.0,0,0
Shane Vereen,NYG,vs LA,L  17-51,3,14,4.7,0,0
Garrett Celek,SF,vs ARI,L  10-20,1,13,13.0,0,0
Mike Evans,TB,@ NO,L  10-30,1,13,13.0,0,0
Josh Malone,CIN,@ JAX,L  7-23,1,13,13.0,0,0
Luke Stocker,TB,@ NO,L  10-30,2,13,6.5,1,0
Mike Tolbert,BUF,@ NYJ,L  21-34,3,13,4.3,0,0
A.J. Derby,DEN,@ PHI,L  23-51,1,11,11.0,0,0
Charles Sims,TB,@ NO,L  10-30,2,11,5.5,0,0
Torrey Smith,PHI,vs DEN,W  51-23,1,11,11.0,0,0
Chris Thompson,WAS,@ SEA,W  17-14,4,11,2.8,0,0
T.J. Yeldon,JAX,vs CIN,W  23-7,2,11,5.5,0,1
Jehu Chesson,KC,@ DAL,L  17-28,1,10,10.0,0,0
Darren Fells,DET,@ GB,W  30-17,1,10,10.0,0,0
Derrick Henry,TEN,vs BAL,W  23-20,2,10,5.0,0,0
Tyler Lockett,SEA,vs WAS,L  14-17,2,10,5.0,0,0
Tanner McEvoy,SEA,vs WAS,L  14-17,1,10,10.0,0,0
Luke Willson,SEA,vs WAS,L  14-17,1,10,10.0,1,0
Ameer Abdullah,DET,@ GB,W  30-17,1,9,9.0,0,1
Tavon Austin,LA,@ NYG,W  51-17,0,9,0.0,0,0
Devontae Booker,DEN,@ PHI,L  23-51,2,9,4.5,0,0
Cameron Brate,TB,@ NO,L  10-30,1,9,9.0,0,0
Derrick Coleman,ATL,@ CAR,L  17-20,1,9,9.0,0,0
Pharoh Cooper,LA,@ NYG,W  51-17,1,9,9.0,0,0
Anthony Fasano,MIA,vs OAK,L  24-27,2,9,4.5,0,0
Chris Godwin,TB,@ NO,L  10-30,1,9,9.0,0,0
Elijah McGuire,NYJ,vs BUF,W  34-21,1,9,9.0,0,0
Aaron Ripkowski,GB,vs DET,L  17-30,1,9,9.0,0,0
Orleans Darkwa,NYG,vs LA,L  17-51,2,8,4.0,0,0
Tyler Higbee,LA,@ NYG,W  51-17,1,8,8.0,1,0
Mack Hollins,PHI,vs DEN,W  51-23,1,8,8.0,0,0
Adrian Peterson,ARI,@ SF,W  20-10,2,8,4.0,0,1
Levine Toilolo,ATL,@ CAR,L  17-20,1,8,8.0,0,0
Brandon Coleman,NO,vs TB,W  30-10,1,7,7.0,0,0
Donte Moncrief,IND,@ HOU,W  20-14,1,7,7.0,0,0
Tommy Bohanon,JAX,vs CIN,W  23-7,1,6,6.0,0,0
Brice Butler,DAL,vs KC,W  28-17,1,6,6.0,0,0
A.J. Green,CIN,@ JAX,L  7-23,1,6,6.0,0,0
O.J. Howard,TB,@ NO,L  10-30,1,6,6.0,0,1
Marshawn Lynch,OAK,@ MIA,W  27-24,2,6,3.0,0,0
James O'Shaughnessy,JAX,vs CIN,W  23-7,1,6,6.0,0,0
Eric Tomlinson,NYJ,vs BUF,W  34-21,1,6,6.0,0,0
Derek Carrier,LA,@ NYG,W  51-17,1,5,5.0,0,0
Trevor Davis,GB,vs DET,L  17-30,1,5,5.0,0,0
Kyle Juszczyk,SF,vs ARI,L  10-20,1,5,5.0,0,1
Richard Rodgers,GB,vs DET,L  17-30,1,5,5.0,0,0
Jason Witten,DAL,vs KC,W  28-17,1,5,5.0,0,0
Roger Lewis,NYG,vs LA,L  17-51,1,4,4.0,0,0
Jaron Brown,ARI,@ SF,W  20-10,1,3,3.0,1,0
Alex Collins,BAL,@ TEN,L  20-23,1,3,3.0,0,0
Ross Travis,KC,@ DAL,L  17-28,1,3,3.0,0,0
Mark Ingram,NO,vs TB,W  30-10,1,2,2.0,0,0
Jay Prosch,HOU,vs IND,L  14-20,1,1,1.0,0,0
Kamar Aiken,IND,@ HOU,W  20-14,0,0,0.0,0,0
Geronimo Allison,GB,vs DET,L  17-30,0,0,0.0,0,0
C.J. Anderson,DEN,@ PHI,L  23-51,0,0,0.0,0,0
Kaelin Clay,CAR,vs ATL,W  20-17,0,0,0.0,0,0
Ed Dickson,CAR,vs ATL,W  20-17,0,0,0.0,0,0
Ed Eagan,NYG,vs LA,L  17-51,0,0,0.0,0,0
Alex Erickson,CIN,@ JAX,L  7-23,0,0,0.0,0,0
D'Onta Foreman,HOU,vs IND,L  14-20,0,0,0.0,0,0
Bennie Fowler,DEN,@ PHI,L  23-51,0,0,0.0,0,0
Wayne Gallman,NYG,vs LA,L  17-51,0,0,0.0,0,1
James Hanna,DAL,vs KC,W  28-17,0,0,0.0,0,0
Demetrius Harris,KC,@ DAL,L  17-28,0,0,0.0,0,0
Jeff Heuerman,DEN,@ PHI,L  23-51,0,0,0.0,0,0
Marcus Johnson,PHI,vs DEN,W  51-23,0,0,0.0,0,0
LeSean McCoy,BUF,@ NYJ,L  21-34,0,0,0.0,0,0
Josh Reynolds,LA,@ NYG,W  51-17,0,0,0.0,0,0
Jalen Richard,OAK,@ MIA,W  27-24,0,0,0.0,0,0
Andre Roberts,ATL,@ CAR,L  17-20,0,0,0.0,0,0
Russell Shepard,CAR,vs ATL,W  20-17,0,0,0.0,0,0
Jonnu Smith,TEN,vs BAL,W  23-20,0,0,0.0,0,0
Jeremy Sprinkle,WAS,@ SEA,W  17-14,0,0,0.0,0,0
C.J. Uzomah,CIN,@ JAX,L  7-23,0,0,0.0,0,0
Aaron Jones,GB,vs DET,L  17-30,2,-1,-0.5,0,0
Bobby Rainey,BAL,@ TEN,L  20-23,1,-1,-1.0,0,0
DeAndre Washington,OAK,@ MIA,W  27-24,1,-2,-2.0,0,0
Brian Mihalik,DET,@ GB,W  30-17,1,-4,-4.0,0,0
Taywan Taylor,TEN,vs BAL,W  23-20,1,-4,-4.0,0,0
Giovani Bernard,CIN,@ JAX,L  7-23,1,-5,-5.0,0,0
